id,slug,name,description,upgradedName,upgradedDescription,character,pool,type,cost,rarity,image,portraitUrl,sourceUrl,sortCost,source,source_url,fetched_at_utc
283-jackpot,jackpot,Jackpot,Deal 25 damage. Add 3 random 0 Colorless Energy cards into your Hand.,Jackpot+,Deal 30 damage. Add 3 random Upgraded 0 Colorless Energy cards into your Hand.,Colorless,Colorless,Attack,3,Rare,/media/cards-webp/jackpot.webp,/media/card-portraits/colorless/jackpot.webp,https://sts2.untapped.gg/en/cards/jackpot,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
284-juggernaut,juggernaut,Juggernaut,"Whenever you gain Block, deal 5 damage to a random enemy.",Juggernaut+,"Whenever you gain Block, deal 7 damage to a random enemy.",Ironclad,Ironclad,Power,2,Rare,/media/cards-webp/juggernaut.webp,/media/card-portraits/ironclad/juggernaut.webp,https://sts2.untapped.gg/en/cards/juggernaut,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
285-juggling,juggling,Juggling,Add a copy of the third Attack you play each turn into your Hand.,Juggling+,Innate. Add a copy of the third Attack you play each turn into your Hand.,Ironclad,Ironclad,Power,1,Uncommon,/media/cards-webp/juggling.webp,/media/card-portraits/ironclad/juggling.webp,https://sts2.untapped.gg/en/cards/juggling,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
286-kingly-kick,kingly_kick,Kingly Kick,"Deal 24 damage. Whenever you draw this card, reduce its cost by 1.",Kingly Kick+,"Deal 30 damage. Whenever you draw this card, reduce its cost by 1.",Regent,Regent,Attack,4,Uncommon,/media/cards-webp/kingly_kick.webp,/media/card-portraits/regent/kingly_kick.webp,https://sts2.untapped.gg/en/cards/kingly_kick,4,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
287-kingly-punch,kingly_punch,Kingly Punch,"Deal 8 damage. Whenever you draw this card, increase its damage by 3 this combat.",Kingly Punch+,"Deal 8 damage. Whenever you draw this card, increase its damage by 5 this combat.",Regent,Regent,Attack,1,Uncommon,/media/cards-webp/kingly_punch.webp,/media/card-portraits/regent/kingly_punch.webp,https://sts2.untapped.gg/en/cards/kingly_punch,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
288-knife-trap,knife_trap,Knife Trap,Play every Shiv in your Exhaust Pile on the enemy.,Knife Trap+,Upgrade and play every Shiv in your Exhaust Pile on the enemy.,Silent,Silent,Skill,2,Rare,/media/cards-webp/knife_trap.webp,/media/card-portraits/silent/knife_trap.webp,https://sts2.untapped.gg/en/cards/knife_trap,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
289-knockdown,knockdown,Knockdown,Deal 10 damage. The enemy takes double damage from other players this turn.,Knockdown+,Deal 14 damage. The enemy takes triple damage from other players this turn.,Colorless,Colorless,Attack,3,Rare,/media/cards-webp/knockdown.webp,/media/card-portraits/colorless/knockdown.webp,https://sts2.untapped.gg/en/cards/knockdown,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
290-knockout-blow,knockout_blow,Knockout Blow,"Deal 30 damage. If this kills an enemy, gain 5 Star Energy.",Knockout Blow+,"Deal 38 damage. If this kills an enemy, gain 5 Star Energy.",Regent,Regent,Attack,3,Uncommon,/media/cards-webp/knockout_blow.webp,/media/card-portraits/regent/knockout_blow.webp,https://sts2.untapped.gg/en/cards/knockout_blow,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
291-know-thy-place,know_thy_place,Know Thy Place,Apply 1 Weak. Apply 1 Vulnerable. Exhaust.,Know Thy Place+,Apply 1 Weak. Apply 1 Vulnerable.,Regent,Regent,Skill,0,Common,/media/cards-webp/know_thy_place.webp,/media/card-portraits/regent/know_thy_place.webp,https://sts2.untapped.gg/en/cards/know_thy_place,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
292-lantern-key,lantern_key,Lantern Key,Unplayable. Unlocks a special event in the next Act.,,,Colorless,Colorless,Quest,N/A,Quest,/media/cards-webp/lantern_key.webp,/media/card-portraits/quest/lantern_key.webp,https://sts2.untapped.gg/en/cards/lantern_key,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
293-largesse,largesse,Largesse,Another player adds 1 random Colorless card to their Hand.,Largesse+,Another player adds 1 random Upgraded Colorless card to their Hand.,Regent,Regent,Skill,0,Uncommon,/media/cards-webp/largesse.webp,/media/card-portraits/regent/largesse.webp,https://sts2.untapped.gg/en/cards/largesse,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
294-leading-strike,leading_strike,Leading Strike,Deal 7 damage. Add 1 Shiv into your Hand.,Leading Strike+,Deal 10 damage. Add 1 Shiv into your Hand.,Silent,Silent,Attack,1,Common,/media/cards-webp/leading_strike.webp,/media/card-portraits/silent/leading_strike.webp,https://sts2.untapped.gg/en/cards/leading_strike,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
295-leap,leap,Leap,Gain 9 Block.,Leap+,Gain 12 Block.,Defect,Defect,Skill,1,Common,/media/cards-webp/leap.webp,/media/card-portraits/defect/leap.webp,https://sts2.untapped.gg/en/cards/leap,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
296-leg-sweep,leg_sweep,Leg Sweep,Apply 2 Weak. Gain 11 Block.,Leg Sweep+,Apply 3 Weak. Gain 14 Block.,Silent,Silent,Skill,2,Uncommon,/media/cards-webp/leg_sweep.webp,/media/card-portraits/silent/leg_sweep.webp,https://sts2.untapped.gg/en/cards/leg_sweep,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
297-legion-of-bone,legion_of_bone,Legion of Bone,ALL players Summon 6. Exhaust.,Legion of Bone+,ALL players Summon 8. Exhaust.,Necrobinder,Necrobinder,Skill,2,Uncommon,/media/cards-webp/legion_of_bone.webp,/media/card-portraits/necrobinder/legion_of_bone.webp,https://sts2.untapped.gg/en/cards/legion_of_bone,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
298-lethality,lethality,Lethality,Ethereal. The first Attack each turn deals 50% additional damage.,Lethality+,Ethereal. The first Attack each turn deals 75% additional damage.,Necrobinder,Necrobinder,Power,1,Uncommon,/media/cards-webp/lethality.webp,/media/card-portraits/necrobinder/lethality.webp,https://sts2.untapped.gg/en/cards/lethality,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
299-lift,lift,Lift,Give another player 11 Block.,Lift+,Give another player 16 Block.,Colorless,Colorless,Skill,1,Uncommon,/media/cards-webp/lift.webp,/media/card-portraits/colorless/lift.webp,https://sts2.untapped.gg/en/cards/lift,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
300-lightning-rod,lightning_rod,Lightning Rod,"Gain 4 Block. At the start of the next 2 turns, Channel 1 Lightning.",Lightning Rod+,"Gain 7 Block. At the start of the next 2 turns, Channel 1 Lightning.",Defect,Defect,Skill,1,Common,/media/cards-webp/lightning_rod.webp,/media/card-portraits/defect/lightning_rod.webp,https://sts2.untapped.gg/en/cards/lightning_rod,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
301-loop,loop,Loop,"At the start of your turn, trigger the passive ability of your rightmost Orb.",Loop+,"At the start of your turn, trigger the passive ability of your rightmost 2 times.",Defect,Defect,Power,1,Uncommon,/media/cards-webp/loop.webp,/media/card-portraits/defect/loop.webp,https://sts2.untapped.gg/en/cards/loop,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
302-luminesce,luminesce,Luminesce,Retain. Gain 2 Colorless Energy. Exhaust.,Luminesce+,Retain. Gain 3 Colorless Energy. Exhaust.,Colorless,Colorless,Skill,0,Token,/media/cards-webp/luminesce.webp,/media/card-portraits/token/luminesce.webp,https://sts2.untapped.gg/en/cards/luminesce,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
303-lunar-blast,lunar_blast,Lunar Blast,Deal 4 damage for each Skill already played this turn.,Lunar Blast+,Deal 5 damage for each Skill already played this turn.,Regent,Regent,Attack,0,Uncommon,/media/cards-webp/lunar_blast.webp,/media/card-portraits/regent/lunar_blast.webp,https://sts2.untapped.gg/en/cards/lunar_blast,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
304-machine-learning,machine_learning,Machine Learning,"At the start of your turn, draw 1 additional card.",Machine Learning+,"Innate. At the start of your turn, draw 1 additional card.",Defect,Defect,Power,1,Rare,/media/cards-webp/machine_learning.webp,/media/card-portraits/defect/machine_learning.webp,https://sts2.untapped.gg/en/cards/machine_learning,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
305-make-it-so,make_it_so,Make It So,"Deal 6 damage. Every 3 Skills you play in a turn, put this into your Hand.",Make It So+,"Deal 9 damage. Every 3 Skills you play in a turn, put this into your Hand.",Regent,Regent,Attack,0,Rare,/media/cards-webp/make_it_so.webp,/media/card-portraits/regent/make_it_so.webp,https://sts2.untapped.gg/en/cards/make_it_so,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
306-malaise,malaise,Malaise,Enemy loses X Strength. Apply X Weak. Exhaust.,Malaise+,Enemy loses X+1 Strength. Apply X+1 Weak. Exhaust.,Silent,Silent,Skill,X,Rare,/media/cards-webp/malaise.webp,/media/card-portraits/silent/malaise.webp,https://sts2.untapped.gg/en/cards/malaise,99,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
307-mangle,mangle,Mangle,Deal 15 damage. Enemy loses 10 Strength this turn.,Mangle+,Deal 20 damage. Enemy loses 15 Strength this turn.,Ironclad,Ironclad,Attack,3,Rare,/media/cards-webp/mangle.webp,/media/card-portraits/ironclad/mangle.webp,https://sts2.untapped.gg/en/cards/mangle,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
308-manifest-authority,manifest_authority,Manifest Authority,Gain 7 Block. Add 1 random Colorless card into your Hand.,Manifest Authority+,Gain 8 Block. Add 1 random Upgraded Colorless card into your Hand.,Regent,Regent,Skill,1,Uncommon,/media/cards-webp/manifest_authority.webp,/media/card-portraits/regent/manifest_authority.webp,https://sts2.untapped.gg/en/cards/manifest_authority,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
309-master-of-strategy,master_of_strategy,Master of Strategy,Draw 3 cards. Exhaust.,Master of Strategy+,Draw 4 cards. Exhaust.,Colorless,Colorless,Skill,0,Rare,/media/cards-webp/master_of_strategy.webp,/media/card-portraits/colorless/master_of_strategy.webp,https://sts2.untapped.gg/en/cards/master_of_strategy,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
310-master-planner,master_planner,Master Planner,"When you play a Skill, it gains Sly.",Master Planner+,Cost changes from 2 to 1,Silent,Silent,Power,2,Rare,/media/cards-webp/master_planner.webp,/media/card-portraits/silent/master_planner.webp,https://sts2.untapped.gg/en/cards/master_planner,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
311-maul,maul,Maul,Deal 5 damage twice. Increase the damage of ALL Maul cards by 1 this combat.,Maul+,Deal 6 damage twice. Increase the damage of ALL Maul cards by 2 this combat.,Colorless,Event,Attack,1,Ancient,/media/cards-webp/maul.webp,/media/card-portraits/event/maul.webp,https://sts2.untapped.gg/en/cards/maul,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
312-mayhem,mayhem,Mayhem,"At the start of your turn, play the top card of your Draw Pile.",Mayhem+,Cost changes from 2 to 1,Colorless,Colorless,Power,2,Rare,/media/cards-webp/mayhem.webp,/media/card-portraits/colorless/mayhem.webp,https://sts2.untapped.gg/en/cards/mayhem,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
313-melancholy,melancholy,Melancholy,Gain 13 Block. Reduce this card's cost by 1 Energy whenever ANYONE dies.,Melancholy+,Gain 17 Block. Reduce this card's cost by 1 Energy whenever ANYONE dies.,Necrobinder,Necrobinder,Skill,3,Uncommon,/media/cards-webp/melancholy.webp,/media/card-portraits/necrobinder/melancholy.webp,https://sts2.untapped.gg/en/cards/melancholy,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
314-memento-mori,memento_mori,Memento Mori,Deal 8 damage. Deals 4 additional damage for each card discarded this turn.,Memento Mori+,Deal 10 damage. Deals 5 additional damage for each card discarded this turn.,Silent,Silent,Attack,1,Uncommon,/media/cards-webp/memento_mori.webp,/media/card-portraits/silent/memento_mori.webp,https://sts2.untapped.gg/en/cards/memento_mori,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
315-metamorphosis,metamorphosis,Metamorphosis,Add 3 random Attacks into your Draw Pile. They're free to play this combat. Exhaust.,Metamorphosis+,Add 5 random Attacks into your Draw Pile. They're free to play this combat. Exhaust.,Colorless,Event,Skill,2,Event,/media/cards-webp/metamorphosis.webp,/media/card-portraits/event/metamorphosis.webp,https://sts2.untapped.gg/en/cards/metamorphosis,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
316-meteor-shower,meteor_shower,Meteor Shower,Deal 14 damage to ALL enemies. Apply 2 Weak and Vulnerable to ALL enemies.,Meteor Shower+,Deal 21 damage to ALL enemies. Apply 2 Weak and Vulnerable to ALL enemies.,Regent,Regent,Attack,0,Ancient,/media/cards-webp/meteor_shower.webp,/media/card-portraits/regent/meteor_shower.webp,https://sts2.untapped.gg/en/cards/meteor_shower,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
317-meteor-strike,meteor_strike,Meteor Strike,Deal 24 damage. Channel 3 Plasma.,Meteor Strike+,Deal 30 damage. Channel 3 Plasma.,Defect,Defect,Attack,5,Rare,/media/cards-webp/meteor_strike.webp,/media/card-portraits/defect/meteor_strike.webp,https://sts2.untapped.gg/en/cards/meteor_strike,5,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
318-mimic,mimic,Mimic,Gain Block equal to the Block on another player. Exhaust.,Mimic+,Gain Block equal to the Block on another player.,Colorless,Colorless,Skill,1,Rare,/media/cards-webp/mimic.webp,/media/card-portraits/colorless/mimic.webp,https://sts2.untapped.gg/en/cards/mimic,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
319-mind-blast,mind_blast,Mind Blast,Innate. Deal damage equal to the number of cards in your Draw Pile.,Mind Blast+,Cost changes from 1 to 0,Colorless,Colorless,Attack,1,Uncommon,/media/cards-webp/mind_blast.webp,/media/card-portraits/colorless/mind_blast.webp,https://sts2.untapped.gg/en/cards/mind_blast,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
320-mind-rot,mind_rot,Mind Rot,Draw 1 fewer card each turn.,,,Colorless,Colorless,Status,N/A,Status,/media/cards-webp/mind_rot.webp,/media/card-portraits/token/mind_rot.webp,https://sts2.untapped.gg/en/cards/mind_rot,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
321-minion-dive-bomb,minion_dive_bomb,Minion Dive Bomb,Deal 13 damage. Exhaust.,Minion Dive Bomb+,Deal 16 damage. Exhaust.,Colorless,Colorless,Attack,1,Token,/media/cards-webp/minion_dive_bomb.webp,/media/card-portraits/token/minion_dive_bomb.webp,https://sts2.untapped.gg/en/cards/minion_dive_bomb,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
322-minion-sacrifice,minion_sacrifice,Minion Sacrifice,Gain 9 Block. Exhaust.,Minion Sacrifice+,Gain 12 Block. Exhaust.,Colorless,Colorless,Skill,0,Token,/media/cards-webp/minion_sacrifice.webp,/media/card-portraits/token/minion_sacrifice.webp,https://sts2.untapped.gg/en/cards/minion_sacrifice,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
323-minion-strike,minion_strike,Minion Strike,Deal 7 damage. Draw 1 card. Exhaust.,Minion Strike+,Deal 10 damage. Draw 1 card. Exhaust.,Colorless,Colorless,Attack,0,Token,/media/cards-webp/minion_strike.webp,/media/card-portraits/token/minion_strike.webp,https://sts2.untapped.gg/en/cards/minion_strike,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
324-mirage,mirage,Mirage,Gain Block equal to Poison on ALL enemies. Exhaust.,Mirage+,Cost changes from 1 to 0,Silent,Silent,Skill,1,Uncommon,/media/cards-webp/mirage.webp,/media/card-portraits/silent/mirage.webp,https://sts2.untapped.gg/en/cards/mirage,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
325-misery,misery,Misery,Deal 7 damage. Apply any debuffs on the enemy to ALL other enemies.,Misery+,Retain. Deal 9 damage. Apply any debuffs on the enemy to ALL other enemies.,Necrobinder,Necrobinder,Attack,0,Rare,/media/cards-webp/misery.webp,/media/card-portraits/necrobinder/misery.webp,https://sts2.untapped.gg/en/cards/misery,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
326-modded,modded,Modded,Gain 1 Orb Slot. Draw 1 card. Increase this card's cost by 1.,Modded+,Gain 1 Orb Slot. Draw 2 cards. Increase this card's cost by 1.,Defect,Defect,Skill,0,Rare,/media/cards-webp/modded.webp,/media/card-portraits/defect/modded.webp,https://sts2.untapped.gg/en/cards/modded,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
327-molten-fist,molten_fist,Molten Fist,Deal 10 damage. Double the enemy's Vulnerable. Exhaust.,Molten Fist+,Deal 14 damage. Double the enemy's Vulnerable. Exhaust.,Ironclad,Ironclad,Attack,1,Common,/media/cards-webp/molten_fist.webp,/media/card-portraits/ironclad/molten_fist.webp,https://sts2.untapped.gg/en/cards/molten_fist,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
328-momentum-strike,momentum_strike,Momentum Strike,Deal 10 damage. Reduce this card's cost to 0 Energy.,Momentum Strike+,Deal 13 damage. Reduce this card's cost to 0 Energy.,Defect,Defect,Attack,1,Common,/media/cards-webp/momentum_strike.webp,/media/card-portraits/defect/momentum_strike.webp,https://sts2.untapped.gg/en/cards/momentum_strike,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
329-monarch-s-gaze,monarchs_gaze,Monarch's Gaze,"Whenever you attack an enemy, it loses 1 Strength this turn.",Monarch's Gaze+,Cost changes from 3 to 2,Regent,Regent,Power,3,Rare,/media/cards-webp/monarchs_gaze.webp,/media/card-portraits/regent/monarchs_gaze.webp,https://sts2.untapped.gg/en/cards/monarchs_gaze,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
330-monologue,monologue,Monologue,"Whenever you play a card this turn, gain 1 Strength this turn.",Monologue+,"Retain. Whenever you play a card this turn, gain 1 Strength this turn.",Regent,Regent,Skill,0,Uncommon,/media/cards-webp/monologue.webp,/media/card-portraits/regent/monologue.webp,https://sts2.untapped.gg/en/cards/monologue,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
331-multi-cast,multi_cast,Multi-Cast,Evoke your rightmost Orb X times.,Multi-Cast+,Evoke your rightmost Orb X+1 times.,Defect,Defect,Skill,X,Rare,/media/cards-webp/multi_cast.webp,/media/card-portraits/defect/multi_cast.webp,https://sts2.untapped.gg/en/cards/multi_cast,99,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
332-murder,murder,Murder,Deal 1 damage. Deals 1 additional damage for each card drawn this combat.,Murder+,Cost changes from 3 to 2,Silent,Silent,Attack,3,Rare,/media/cards-webp/murder.webp,/media/card-portraits/silent/murder.webp,https://sts2.untapped.gg/en/cards/murder,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
333-necro-mastery,necro_mastery,Necro Mastery,"Summon 5. Whenever Osty loses HP, ALL enemies lose that much HP as well.",Necro Mastery+,"Summon 8. Whenever Osty loses HP, ALL enemies lose that much HP as well.",Necrobinder,Necrobinder,Power,2,Rare,/media/cards-webp/necro_mastery.webp,/media/card-portraits/necrobinder/necro_mastery.webp,https://sts2.untapped.gg/en/cards/necro_mastery,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
334-negative-pulse,negative_pulse,Negative Pulse,Gain 5 Block. Apply 7 Doom to ALL enemies.,Negative Pulse+,Gain 6 Block. Apply 11 Doom to ALL enemies.,Necrobinder,Necrobinder,Skill,1,Common,/media/cards-webp/negative_pulse.webp,/media/card-portraits/necrobinder/negative_pulse.webp,https://sts2.untapped.gg/en/cards/negative_pulse,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
335-neow-s-fury,neows_fury,Neow's Fury,Deal 10 damage. Put 2 random cards from your Discard Pile into your Hand. Exhaust.,Neow's Fury+,Deal 14 damage. Put 2 random cards from your Discard Pile into your Hand. Exhaust.,Colorless,Event,Attack,1,Ancient,/media/cards-webp/neows_fury.webp,/media/card-portraits/event/neows_fury.webp,https://sts2.untapped.gg/en/cards/neows_fury,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
336-neurosurge,neurosurge,Neurosurge,"Gain 3 Energy. Draw 2 cards. At the start of your turn, apply 3 Doom to yourself.",Neurosurge+,"Gain 4 Energy. Draw 2 cards. At the start of your turn, apply 3 Doom to yourself.",Necrobinder,Necrobinder,Power,0,Rare,/media/cards-webp/neurosurge.webp,/media/card-portraits/necrobinder/neurosurge.webp,https://sts2.untapped.gg/en/cards/neurosurge,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
337-neutralize,neutralize,Neutralize,Deal 3 damage. Apply 1 Weak.,Neutralize+,Deal 4 damage. Apply 2 Weak.,Silent,Silent,Attack,0,Starter,/media/cards-webp/neutralize.webp,/media/card-portraits/silent/neutralize.webp,https://sts2.untapped.gg/en/cards/neutralize,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
338-neutron-aegis,neutron_aegis,Neutron Aegis,Gain 8 Plating.,Neutron Aegis+,Gain 11 Plating.,Regent,Regent,Power,1,Rare,/media/cards-webp/neutron_aegis.webp,/media/card-portraits/regent/neutron_aegis.webp,https://sts2.untapped.gg/en/cards/neutron_aegis,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
339-nightmare,nightmare,Nightmare,"Choose a card. Next turn, add 3 copies of that card into your Hand. Exhaust.",Nightmare+,Cost changes from 3 to 2,Silent,Silent,Skill,3,Rare,/media/cards-webp/nightmare.webp,/media/card-portraits/silent/nightmare.webp,https://sts2.untapped.gg/en/cards/nightmare,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
340-no-escape,no_escape,No Escape,"Apply 10 Doom, plus an additional 5 Doom for every 10 Doom already on this enemy.",No Escape+,"Apply 15 Doom, plus an additional 5 Doom for every 10 Doom already on this enemy.",Necrobinder,Necrobinder,Skill,1,Uncommon,/media/cards-webp/no_escape.webp,/media/card-portraits/necrobinder/no_escape.webp,https://sts2.untapped.gg/en/cards/no_escape,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
341-normality,normality,Normality,Unplayable. You cannot play more than 3 cards this turn.,,,Colorless,Curse,Curse,N/A,Curse,/media/cards-webp/normality.webp,/media/card-portraits/curse/normality.webp,https://sts2.untapped.gg/en/cards/normality,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
342-nostalgia,nostalgia,Nostalgia,The first Attack or Skill you play each turn is placed on top of your Draw Pile.,Nostalgia+,Cost changes from 1 to 0,Colorless,Colorless,Power,1,Rare,/media/cards-webp/nostalgia.webp,/media/card-portraits/colorless/nostalgia.webp,https://sts2.untapped.gg/en/cards/nostalgia,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
343-noxious-fumes,noxious_fumes,Noxious Fumes,"At the start of your turn, apply 2 Poison to ALL enemies.",Noxious Fumes+,"At the start of your turn, apply 3 Poison to ALL enemies.",Silent,Silent,Power,1,Uncommon,/media/cards-webp/noxious_fumes.webp,/media/card-portraits/silent/noxious_fumes.webp,https://sts2.untapped.gg/en/cards/noxious_fumes,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
344-null,null,Null,Deal 10 damage. Apply 2 Weak. Channel 1 Dark.,Null+,Deal 13 damage. Apply 3 Weak. Channel 1 Dark.,Defect,Defect,Attack,2,Uncommon,/media/cards-webp/null.webp,/media/card-portraits/defect/null.webp,https://sts2.untapped.gg/en/cards/null,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
345-oblivion,oblivion,Oblivion,"Whenever you play a card this turn, apply 3 Doom to the enemy.",Oblivion+,"Whenever you play a card this turn, apply 4 Doom to the enemy.",Necrobinder,Necrobinder,Skill,0,Rare,/media/cards-webp/oblivion.webp,/media/card-portraits/necrobinder/oblivion.webp,https://sts2.untapped.gg/en/cards/oblivion,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
346-offering,offering,Offering,Lose 6 HP. Gain 2 Energy. Draw 3 cards. Exhaust.,Offering+,Lose 6 HP. Gain 2 Energy. Draw 5 cards. Exhaust.,Ironclad,Ironclad,Skill,0,Rare,/media/cards-webp/offering.webp,/media/card-portraits/ironclad/offering.webp,https://sts2.untapped.gg/en/cards/offering,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
