name_slug,search_text,character,rarity,sort_rarity,image,name,description_title,description,id,source,source_url,fetched_at_utc,image_url
mr. struggles,"at the start of your turn, deal damage equal to the turn number to all enemies.",Colorless,Event,6,/media/relics/mr_struggles.webp,Mr. Struggles,"At the start of your turn, deal damage equal to the turn number to ALL enemies.","At the start of your turn, deal damage equal to the turn number to ALL enemies.",144-mr.-struggles,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/mr_struggles.webp
mummified hand,"whenever you play a power, a random card in your hand is free to play that turn.",Colorless,Rare,3,/media/relics/mummified_hand.png,Mummified Hand,"Whenever you play a Power, a random card in your Hand is free to play that turn.","Whenever you play a Power, a random card in your Hand is free to play that turn.",145-mummified-hand,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/mummified_hand.png
music box,create an ethereal copy of the first attack you play each turn.,Colorless,Ancient,4,/media/relics/music_box.png,Music Box,Create an Ethereal copy of the first Attack you play each turn.,Create an Ethereal copy of the first Attack you play each turn.,146-music-box,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/music_box.png
mysterious cocoon,"upon gaining experience, transform training strike into impale.",Colorless,Event,6,/media/relics/mysterious_cocoon.webp,Mysterious Cocoon,"Upon gaining experience, transform Training Strike into Impale.","Upon gaining experience, transform Training Strike into Impale.",147-mysterious-cocoon,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/mysterious_cocoon.webp
mystic lighter,enchanted attacks deal 9 additional damage.,Colorless,Shop,5,/media/relics/mystic_lighter.png,Mystic Lighter,Enchanted Attacks deal 9 additional damage.,Enchanted Attacks deal 9 additional damage.,148-mystic-lighter,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/mystic_lighter.png
neow's torment,"upon pickup, add 1 neow's fury to your deck.",Colorless,Ancient,4,/media/relics/neow_s_torment.png,Neow's Torment,"Upon pickup, add 1 Neow's Fury to your Deck.","Upon pickup, add 1 Neow's Fury to your Deck.",149-neow's-torment,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/neow_s_torment.png
new leaf,"upon pickup, transform 1 card.",Colorless,Ancient,4,/media/relics/new_leaf.png,New Leaf,"Upon pickup, Transform 1 card.","Upon pickup, Transform 1 card.",150-new-leaf,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/new_leaf.png
ninja scroll,"at the start of each combat, add 3 shivs into your hand.",Silent,Shop,5,/media/relics/ninja_scroll.png,Ninja Scroll,"At the start of each combat, add 3 Shivs into your Hand.","At the start of each combat, add 3 Shivs into your Hand.",151-ninja-scroll,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/ninja_scroll.png
nunchaku,"every time you play 10 attacks, gain colorless energy.",Colorless,Uncommon,2,/media/relics/nunchaku.png,Nunchaku,"Every time you play 10 Attacks, gain Colorless Energy.","Every time you play 10 Attacks, gain Colorless Energy.",152-nunchaku,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/nunchaku.png
nutritious oyster,"upon pickup, raise your max hp by 11.",Colorless,Ancient,4,/media/relics/nutritious_oyster.png,Nutritious Oyster,"Upon pickup, raise your Max HP by 11.","Upon pickup, raise your Max HP by 11.",153-nutritious-oyster,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/nutritious_oyster.png
nutritious soup,"upon pickup, enchant all strikes in your deck with tezcatara's ember.",Colorless,Ancient,4,/media/relics/nutritious_soup.png,Nutritious Soup,"Upon pickup, Enchant all Strikes in your Deck with Tezcatara's Ember.","Upon pickup, Enchant all Strikes in your Deck with Tezcatara's Ember.",154-nutritious-soup,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/nutritious_soup.png
oddly smooth stone,start each combat with 1 dexterity.,Colorless,Common,1,/media/relics/oddly_smooth_stone.png,Oddly Smooth Stone,Start each combat with 1 Dexterity.,Start each combat with 1 Dexterity.,155-oddly-smooth-stone,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/oddly_smooth_stone.png
old coin,"upon pickup, gain 300 gold.",Colorless,Rare,3,/media/relics/old_coin.png,Old Coin,"Upon pickup, gain 300 Gold.","Upon pickup, gain 300 Gold.",156-old-coin,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/old_coin.png
orange dough,"at the start of each combat, add 2 random colorless cards into your hand.",Regent,Rare,3,/media/relics/orange_dough.png,Orange Dough,"At the start of each combat, add 2 random Colorless cards into your Hand.","At the start of each combat, add 2 random Colorless cards into your Hand.",157-orange-dough,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/orange_dough.png
orichalcum,"if you end your turn without block, gain 6 block.",Colorless,Uncommon,2,/media/relics/orichalcum.png,Orichalcum,"If you end your turn without Block, gain 6 Block.","If you end your turn without Block, gain 6 Block.",158-orichalcum,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/orichalcum.png
ornamental fan,"every time you play 3 attacks in a single turn, gain 4 block.",Colorless,Uncommon,2,/media/relics/ornamental_fan.png,Ornamental Fan,"Every time you play 3 Attacks in a single turn, gain 4 Block.","Every time you play 3 Attacks in a single turn, gain 4 Block.",159-ornamental-fan,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/ornamental_fan.png
orrery,"upon pickup, gain 5 card rewards.",Colorless,Shop,5,/media/relics/orrery.png,Orrery,"Upon pickup, gain 5 card rewards.","Upon pickup, gain 5 card rewards.",160-orrery,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/orrery.png
pael's blood,"at the start of your turn, draw 1 additional card.",Colorless,Ancient,4,/media/relics/pael_s_blood.png,Pael's Blood,"At the start of your turn, draw 1 additional card.","At the start of your turn, draw 1 additional card.",161-pael's-blood,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_blood.png
pael's claw,"upon pickup, enchant all defends with goopy.",Colorless,Ancient,4,/media/relics/pael_s_claw.png,Pael's Claw,"Upon pickup, Enchant all Defends with Goopy.","Upon pickup, Enchant all Defends with Goopy.",162-pael's-claw,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_claw.png
pael's eye,"the first time each combat you end your turn without playing cards, exhaust your hand, and take an extra turn.",Colorless,Ancient,4,/media/relics/pael_s_eye.png,Pael's Eye,"The first time each combat you end your turn without playing cards, Exhaust your Hand, and take an extra turn.","The first time each combat you end your turn without playing cards, Exhaust your Hand, and take an extra turn.",163-pael's-eye,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_eye.png
pael's flesh,"gain an additional colorless energy at the start of your 3rd turn, and every turn after that.",Colorless,Ancient,4,/media/relics/pael_s_flesh.png,Pael's Flesh,"Gain an additional Colorless Energy at the start of your 3rd turn, and every turn after that.","Gain an additional Colorless Energy at the start of your 3rd turn, and every turn after that.",164-pael's-flesh,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_flesh.png
pael's growth,"upon pickup, enchant a card with clone.",Colorless,Ancient,4,/media/relics/pael_s_growth.png,Pael's Growth,"Upon pickup, Enchant a card with Clone.","Upon pickup, Enchant a card with Clone.",165-pael's-growth,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_growth.png
pael's horn,"upon pickup, add 2 relax to your deck.",Colorless,Ancient,4,/media/relics/pael_s_horn.png,Pael's Horn,"Upon pickup, add 2 Relax to your Deck.","Upon pickup, add 2 Relax to your Deck.",166-pael's-horn,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_horn.png
pael's legion,"doubles block gained from a card, then goes to sleep for 2 turns.",Colorless,Ancient,4,/media/relics/pael_s_legion.png,Pael's Legion,"Doubles Block gained from a card, then goes to sleep for 2 turns.","Doubles Block gained from a card, then goes to sleep for 2 turns.",167-pael's-legion,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_legion.png
pael's tears,"if you end your turn with unspent colorless energy, gain an additional 2 energy next turn.",Colorless,Ancient,4,/media/relics/pael_s_tears.png,Pael's Tears,"If you end your turn with unspent Colorless Energy, gain an additional 2 Energy next turn.","If you end your turn with unspent Colorless Energy, gain an additional 2 Energy next turn.",168-pael's-tears,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_tears.png
pael's tooth,"upon pickup, remove 5 cards from your deck. after each combat, randomly add 1 back upgraded.",Colorless,Ancient,4,/media/relics/pael_s_tooth.png,Pael's Tooth,"Upon pickup, remove 5 cards from your Deck. After each combat, randomly add 1 back Upgraded.","Upon pickup, remove 5 cards from your Deck. After each combat, randomly add 1 back Upgraded.",169-pael's-tooth,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_tooth.png
pael's wing,"you may sacrifice card rewards to pael. every 2 sacrifices, obtain a relic.",Colorless,Ancient,4,/media/relics/pael_s_wing.png,Pael's Wing,"You may sacrifice card rewards to Pael. Every 2 sacrifices, obtain a Relic.","You may sacrifice card rewards to Pael. Every 2 sacrifices, obtain a Relic.",170-pael's-wing,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pael_s_wing.png
pandora's box,transform all strikes and defends.,Colorless,Ancient,4,/media/relics/pandora_s_box.png,Pandora's Box,Transform ALL Strikes and Defends.,Transform ALL Strikes and Defends.,171-pandora's-box,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pandora_s_box.png
pantograph,"at the start of each boss combat, heal 25 hp.",Colorless,Uncommon,2,/media/relics/pantograph.png,Pantograph,"At the start of each Boss combat, heal 25 HP.","At the start of each Boss combat, heal 25 HP.",172-pantograph,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pantograph.png
paper krane,enemies with weak deal 40% less damage to you rather than 25%.,Silent,Rare,3,/media/relics/paper_krane.png,Paper Krane,Enemies with Weak deal 40% less damage to you rather than 25%.,Enemies with Weak deal 40% less damage to you rather than 25%.,173-paper-krane,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/paper_krane.png
paper phrog,enemies with vulnerable take 75% more damage rather than 50%.,Ironclad,Uncommon,2,/media/relics/paper_phrog.png,Paper Phrog,Enemies with Vulnerable take 75% more damage rather than 50%.,Enemies with Vulnerable take 75% more damage rather than 50%.,174-paper-phrog,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/paper_phrog.png
parrying shield,"if you end a turn with at least 10 block, deal 6 damage to a random enemy.",Colorless,Uncommon,2,/media/relics/parrying_shield.png,Parrying Shield,"If you end a turn with at least 10 Block, deal 6 damage to a random enemy.","If you end a turn with at least 10 Block, deal 6 damage to a random enemy.",175-parrying-shield,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/parrying_shield.png
pear,"upon pickup, raise your max hp by 10.",Colorless,Uncommon,2,/media/relics/pear.png,Pear,"Upon pickup, raise your Max HP by 10.","Upon pickup, raise your Max HP by 10.",176-pear,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pear.png
pen nib,every 10th attack you play deals double damage.,Colorless,Uncommon,2,/media/relics/pen_nib.png,Pen Nib,Every 10th Attack you play deals double damage.,Every 10th Attack you play deals double damage.,177-pen-nib,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pen_nib.png
pendulum,"whenever you shuffle your draw pile, draw a card.",Colorless,Common,1,/media/relics/pendulum.png,Pendulum,"Whenever you shuffle your Draw Pile, draw a card.","Whenever you shuffle your Draw Pile, draw a card.",178-pendulum,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pendulum.png
permafrost,"the first time you play a power each combat, gain 6 block.",Colorless,Common,1,/media/relics/permafrost.png,Permafrost,"The first time you play a Power each combat, gain 6 Block.","The first time you play a Power each combat, gain 6 Block.",179-permafrost,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/permafrost.png
petrified toad,"at the start of each combat, procure a potion-shaped rock.",Colorless,Uncommon,2,/media/relics/petrified_toad.png,Petrified Toad,"At the start of each combat, procure a Potion-Shaped Rock.","At the start of each combat, procure a Potion-Shaped Rock.",180-petrified-toad,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/petrified_toad.png
philosopher's stone,gain colorless energy at the start of each turn. all enemies start combat with 1 strength.,Colorless,Ancient,4,/media/relics/philosopher_s_stone.png,Philosopher's Stone,Gain Colorless Energy at the start of each turn. ALL enemies start combat with 1 Strength.,Gain Colorless Energy at the start of each turn. ALL enemies start combat with 1 Strength.,181-philosopher's-stone,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/philosopher_s_stone.png
phylactery unbound,"at the start of each combat, summon 5. at the start of your turn, summon 2.",Necrobinder,Starter,0,/media/relics/phylactery_unbound.png,Phylactery Unbound,"At the start of each combat, Summon 5. At the start of your turn, Summon 2.","At the start of each combat, Summon 5. At the start of your turn, Summon 2.",182-phylactery-unbound,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/phylactery_unbound.png
planisphere,"whenever you enter a ? room, heal 4 hp.",Colorless,Uncommon,2,/media/relics/planisphere.png,Planisphere,"Whenever you enter a ? room, heal 4 HP.","Whenever you enter a ? room, heal 4 HP.",183-planisphere,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/planisphere.png
pocketwatch,"whenever you play 3 or fewer cards during your turn, draw 3 additional cards at the start of your next turn.",Colorless,Rare,3,/media/relics/pocketwatch.png,Pocketwatch,"Whenever you play 3 or fewer cards during your turn, draw 3 additional cards at the start of your next turn.","Whenever you play 3 or fewer cards during your turn, draw 3 additional cards at the start of your next turn.",184-pocketwatch,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pocketwatch.png
pollinous core,"every 4 turns, draw 2 additional cards.",Colorless,Event,6,/media/relics/pollinous_core.webp,Pollinous Core,"Every 4 turns, draw 2 additional cards.","Every 4 turns, draw 2 additional cards.",185-pollinous-core,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pollinous_core.webp
pomander,"upon pickup, upgrade a card.",Colorless,Ancient,4,/media/relics/pomander.png,Pomander,"Upon pickup, Upgrade a card.","Upon pickup, Upgrade a card.",186-pomander,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pomander.png
potion belt,"upon pickup, gain 2 potion slots.",Colorless,Common,1,/media/relics/potion_belt.png,Potion Belt,"Upon pickup, gain 2 potion slots.","Upon pickup, gain 2 potion slots.",187-potion-belt,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/potion_belt.png
power cell,"at the start of each combat, add 2 zero-cost cards from your draw pile into your hand.",Defect,Rare,3,/media/relics/power_cell.png,Power Cell,"At the start of each combat, add 2 zero-cost cards from your Draw Pile into your Hand.","At the start of each combat, add 2 zero-cost cards from your Draw Pile into your Hand.",188-power-cell,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/power_cell.png
prayer wheel,normal enemies drop an additional card reward.,Colorless,Rare,3,/media/relics/prayer_wheel.png,Prayer Wheel,Normal enemies drop an additional card reward.,Normal enemies drop an additional card reward.,189-prayer-wheel,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/prayer_wheel.png
precarious shears,"upon pickup, remove 2 cards from your deck and take 13 damage.",Colorless,Ancient,4,/media/relics/precarious_shears.png,Precarious Shears,"Upon pickup, remove 2 cards from your Deck and take 13 damage.","Upon pickup, remove 2 cards from your Deck and take 13 damage.",190-precarious-shears,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/precarious_shears.png
precise scissors,"upon pickup, remove 1 card from your deck.",Colorless,Ancient,4,/media/relics/precise_scissors.png,Precise Scissors,"Upon pickup, remove 1 card from your Deck.","Upon pickup, remove 1 card from your Deck.",191-precise-scissors,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/precise_scissors.png
preserved fog,"upon pickup, remove 5 cards from your deck. add folly to your deck.",Colorless,Ancient,4,/media/relics/preserved_fog.png,Preserved Fog,"Upon pickup, remove 5 cards from your Deck. Add Folly to your Deck.","Upon pickup, remove 5 cards from your Deck. Add Folly to your Deck.",192-preserved-fog,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/preserved_fog.png
prismatic gem,gain colorless energy at the start of each turn. card rewards now contain cards from other colors.,Colorless,Ancient,4,/media/relics/prismatic_gem.png,Prismatic Gem,Gain Colorless Energy at the start of each turn. Card rewards now contain cards from other colors.,Gain Colorless Energy at the start of each turn. Card rewards now contain cards from other colors.,193-prismatic-gem,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/prismatic_gem.png
pumpkin candle,gain colorless energy at the start of each turn. extinguishes at the start of act 3.,Colorless,Ancient,4,/media/relics/pumpkin_candle.png,Pumpkin Candle,Gain Colorless Energy at the start of each turn. Extinguishes at the start of Act 3.,Gain Colorless Energy at the start of each turn. Extinguishes at the start of Act 3.,194-pumpkin-candle,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/pumpkin_candle.png
punch dagger,"upon pickup, enchant an attack with momentum 5.",Colorless,Shop,5,/media/relics/punch_dagger.png,Punch Dagger,"Upon pickup, Enchant an Attack with Momentum 5.","Upon pickup, Enchant an Attack with Momentum 5.",195-punch-dagger,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/punch_dagger.png
radiant pearl,"at the start of each combat, add 1 luminesce into your hand.",Colorless,Ancient,4,/media/relics/radiant_pearl.png,Radiant Pearl,"At the start of each combat, add 1 Luminesce into your Hand.","At the start of each combat, add 1 Luminesce into your Hand.",196-radiant-pearl,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/radiant_pearl.png
rainbow ring,"the first time you play an attack, skill, and power each turn, gain 1 strength and 1 dexterity.",Colorless,Rare,3,/media/relics/rainbow_ring.png,Rainbow Ring,"The first time you play an Attack, Skill, and Power each turn, gain 1 Strength and 1 Dexterity.","The first time you play an Attack, Skill, and Power each turn, gain 1 Strength and 1 Dexterity.",197-rainbow-ring,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/rainbow_ring.png
razor tooth,"every time you play an attack or skill, upgrade it for the remainder of combat.",Colorless,Rare,3,/media/relics/razor_tooth.png,Razor Tooth,"Every time you play an Attack or Skill, Upgrade it for the remainder of combat.","Every time you play an Attack or Skill, Upgrade it for the remainder of combat.",198-razor-tooth,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/razor_tooth.png
red mask,"at the start of each combat, apply 1 weak to all enemies.",Colorless,Uncommon,2,/media/relics/red_mask.png,Red Mask,"At the start of each combat, apply 1 Weak to ALL enemies.","At the start of each combat, apply 1 Weak to ALL enemies.",199-red-mask,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/red_mask.png
red skull,"while your hp is at or below 50%, you have 3 additional strength.",Ironclad,Common,1,/media/relics/red_skull.png,Red Skull,"While your HP is at or below 50%, you have 3 additional Strength.","While your HP is at or below 50%, you have 3 additional Strength.",200-red-skull,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/red_skull.png
regal pillow,"whenever you rest, heal an additional 15 hp.",Colorless,Common,1,/media/relics/regal_pillow.png,Regal Pillow,"Whenever you Rest, heal an additional 15 HP.","Whenever you Rest, heal an additional 15 HP.",201-regal-pillow,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/regal_pillow.png
regalite,"whenever you create a colorless card, gain 2 block.",Regent,Uncommon,2,/media/relics/regalite.png,Regalite,"Whenever you create a Colorless card, gain 2 Block.","Whenever you create a Colorless card, gain 2 Block.",202-regalite,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/regalite.png
reptile trinket,"whenever you use a potion, gain 3 strength this turn.",Colorless,Uncommon,2,/media/relics/reptile_trinket.png,Reptile Trinket,"Whenever you use a potion, gain 3 Strength this turn.","Whenever you use a potion, gain 3 Strength this turn.",203-reptile-trinket,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/reptile_trinket.png
ring of the drake,"at the start of your first 3 turns, draw 2 additional cards.",Silent,Starter,0,/media/relics/ring_of_the_drake.png,Ring of the Drake,"At the start of your first 3 turns, draw 2 additional cards.","At the start of your first 3 turns, draw 2 additional cards.",204-ring-of-the-drake,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/ring_of_the_drake.png
ring of the snake,"at the start of each combat, draw 2 additional cards.",Silent,Starter,0,/media/relics/ring_of_the_snake.png,Ring of the Snake,"At the start of each combat, draw 2 additional cards.","At the start of each combat, draw 2 additional cards.",205-ring-of-the-snake,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/ring_of_the_snake.png
ringing triangle,retain your hand on the first turn of combat.,Colorless,Shop,5,/media/relics/ringing_triangle.png,Ringing Triangle,Retain your Hand on the first turn of combat.,Retain your Hand on the first turn of combat.,206-ringing-triangle,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/ringing_triangle.png
ripple basin,"if you did not play any attacks during your turn, gain 4 block.",Colorless,Uncommon,2,/media/relics/ripple_basin.png,Ripple Basin,"If you did not play any Attacks during your turn, gain 4 Block.","If you did not play any Attacks during your turn, gain 4 Block.",207-ripple-basin,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/ripple_basin.png
royal poison,"at the start of each combat, lose 4 hp.",Colorless,Event,6,/media/relics/royal_poison.webp,Royal Poison,"At the start of each combat, lose 4 HP.","At the start of each combat, lose 4 HP.",208-royal-poison,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/royal_poison.webp
royal stamp,"upon pickup, choose an attack or skill in your deck to enchant with royally approved.",Colorless,Shop,5,/media/relics/royal_stamp.png,Royal Stamp,"Upon pickup, choose an Attack or Skill in your Deck to Enchant with Royally Approved.","Upon pickup, choose an Attack or Skill in your Deck to Enchant with Royally Approved.",209-royal-stamp,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/royal_stamp.png
ruined helmet,"the first time you gain strength each combat, double the amount gained.",Ironclad,Rare,3,/media/relics/ruined_helmet.png,Ruined Helmet,"The first time you gain Strength each combat, double the amount gained.","The first time you gain Strength each combat, double the amount gained.",210-ruined-helmet,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/ruined_helmet.png
runic capacitor,start each combat with 3 additional orb slots.,Defect,Shop,5,/media/relics/runic_capacitor.png,Runic Capacitor,Start each combat with 3 additional Orb Slots.,Start each combat with 3 additional Orb Slots.,211-runic-capacitor,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/runic_capacitor.png
runic pyramid,"at the end of your turn, you no longer discard your hand.",Colorless,Ancient,4,/media/relics/runic_pyramid.png,Runic Pyramid,"At the end of your turn, you no longer discard your Hand.","At the end of your turn, you no longer discard your Hand.",212-runic-pyramid,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/runic_pyramid.png
sai,"at the start of your turn, gain 7 block.",Colorless,Ancient,4,/media/relics/sai.png,Sai,"At the start of your turn, gain 7 Block.","At the start of your turn, gain 7 Block.",213-sai,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sai.png
sand castle,"upon pickup, upgrade 6 random cards.",Colorless,Ancient,4,/media/relics/sand_castle.png,Sand Castle,"Upon pickup, Upgrade 6 random cards.","Upon pickup, Upgrade 6 random cards.",214-sand-castle,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sand_castle.png
screaming flagon,"if you end your turn with no cards in your hand, deal 20 damage to all enemies.",Colorless,Shop,5,/media/relics/screaming_flagon.png,Screaming Flagon,"If you end your turn with no cards in your Hand, deal 20 damage to ALL enemies.","If you end your turn with no cards in your Hand, deal 20 damage to ALL enemies.",215-screaming-flagon,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/screaming_flagon.png
