name,color,type,rarity,cost,order,base_description,search_text,source,source_url,fetched_at_utc
Perfected Strike,ironclad,attack,common,2,210,Deal 6 damage. / Deals 2 additional damage for ALL your cards containing “Strike”.,perfected strike ironclad common attack deal 6 damage. deals 2 additional damage for all your cards containing “ strike ”. deal 6 damage. deals 3 additional damage for all your cards containing “ strike ”.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Photon Cut,regent,attack,common,1,211,Deal 10 damage. / Draw 1 card. / Put 1 card from your Hand on top of your Draw Pile.,photon cut regent common attack deal 10 damage. draw 1 card. put 1 card from your hand on top of your draw pile . deal 13 damage. draw 2 cards. put 1 card from your hand on top of your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Piercing Wail,silent,skill,common,1,212,ALL enemies lose 6 Strength this turn.,piercing wail silent common skill all enemies lose 6 strength this turn. all enemies lose 8 strength this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Poisoned Stab,silent,attack,common,1,213,Deal 6 damage. / Apply 3 Poison.,poisoned stab silent common attack deal 6 damage. apply 3 poison . deal 8 damage. apply 4 poison .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Poke,necrobinder,attack,common,0,214,Osty deals 6 damage.,poke necrobinder common attack osty deals 6 damage. osty deals 9 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pommel Strike,ironclad,attack,common,1,215,Deal 9 damage. / Draw 1 card.,pommel strike ironclad common attack deal 9 damage. draw 1 card. deal 10 damage. draw 2 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Prepared,silent,skill,common,0,216,Draw 1 card. / Discard 1 card.,prepared silent common skill draw 1 card. discard 1 card. draw 2 cards. discard 2 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pull Aggro,necrobinder,skill,common,2,217,Summon 4. / Gain 7 Block.,pull aggro necrobinder common skill summon 4 . gain 7 block . summon 5 . gain 9 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Reap,necrobinder,attack,common,3,218,Deal 27 damage.,reap necrobinder common attack deal 27 damage. deal 33 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Reave,necrobinder,attack,common,1,219,Deal 9 damage. / Add a Soul into your Draw Pile.,reave necrobinder common attack deal 9 damage. add a soul into your draw pile . deal 11 damage. add a soul into your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Refine Blade,regent,skill,common,1,220,"Forge 6. / Next turn, gain .","refine blade regent common skill forge 6 . next turn, gain . forge 10 . next turn, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Ricochet,silent,attack,common,2,221,Deal 3 damage to a random enemy 4 times.,ricochet silent common attack deal 3 damage to a random enemy 4 times. deal 3 damage to a random enemy 5 times.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Scourge,necrobinder,skill,common,1,222,Apply 13 Doom. / Draw 1 card.,scourge necrobinder common skill apply 13 doom . draw 1 card. apply 16 doom . draw 2 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sculpting Strike,necrobinder,attack,common,1,223,Deal 8 damage. / Add Ethereal to a card in your Hand.,sculpting strike necrobinder common attack deal 8 damage. add ethereal to a card in your hand . deal 11 damage. add ethereal to a card in your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Setup Strike,ironclad,attack,common,1,224,Deal 7 damage. / Gain 2 Strength this turn.,setup strike ironclad common attack deal 7 damage. gain 2 strength this turn. deal 9 damage. gain 3 strength this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Shrug It Off,ironclad,skill,common,1,225,Gain 8 Block. / Draw 1 card.,shrug it off ironclad common skill gain 8 block . draw 1 card. gain 11 block . draw 1 card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Slice,silent,attack,common,0,226,Deal 6 damage.,slice silent common attack deal 6 damage. deal 9 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Snakebite,silent,skill,common,2,227,Apply 7 Poison.,snakebite silent common skill apply 7 poison . apply 10 poison .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Snap,necrobinder,attack,common,1,228,Osty deals 7 damage. / Add Retain to a card in your Hand.,snap necrobinder common attack osty deals 7 damage. add retain to a card in your hand . osty deals 10 damage. add retain to a card in your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Solar Strike,regent,attack,common,1,229,Deal 8 damage. / Gain .,solar strike regent common attack deal 8 damage. gain . deal 9 damage. gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sow,necrobinder,attack,common,1,230,Deal 8 damage to ALL enemies.,sow necrobinder common attack deal 8 damage to all enemies. deal 11 damage to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Spoils of Battle,regent,skill,common,1,231,Forge 10.,spoils of battle regent common skill forge 10 . forge 15 .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sucker Punch,silent,attack,common,1,232,Deal 8 damage. / Apply 1 Weak.,sucker punch silent common attack deal 8 damage. apply 1 weak . deal 10 damage. apply 2 weak .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sweeping Beam,defect,attack,common,1,233,Deal 6 damage to ALL enemies. / Draw 1 card.,sweeping beam defect common attack deal 6 damage to all enemies. draw 1 card. deal 9 damage to all enemies. draw 1 card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sword Boomerang,ironclad,attack,common,1,234,Deal 3 damage to a random enemy 3 times.,sword boomerang ironclad common attack deal 3 damage to a random enemy 3 times. deal 3 damage to a random enemy 4 times.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Thunderclap,ironclad,attack,common,1,235,Deal 4 damage and apply 1 Vulnerable to ALL enemies.,thunderclap ironclad common attack deal 4 damage and apply 1 vulnerable to all enemies. deal 7 damage and apply 1 vulnerable to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Tremble,ironclad,skill,common,1,236,Apply 2 Vulnerable.,tremble ironclad common skill apply 2 vulnerable . apply 3 vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
True Grit,ironclad,skill,common,1,237,Gain 7 Block. / Exhaust 1 card at random.,true grit ironclad common skill gain 7 block . exhaust 1 card at random. gain 9 block . exhaust 1 card at random.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
TURBO,defect,skill,common,0,238,Gain . / Add a Void into your Discard Pile.,turbo defect common skill gain . add a void into your discard pile . gain . add a void into your discard pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Twin Strike,ironclad,attack,common,1,239,Deal 5 damage twice.,twin strike ironclad common attack deal 5 damage twice. deal 7 damage twice.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Untouchable,silent,skill,common,2,240,Gain 9 Block.,untouchable silent common skill gain 9 block . gain 12 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Uproar,defect,attack,common,2,241,Deal 5 damage twice. / Play a random Attack from your Draw Pile.,uproar defect common attack deal 5 damage twice. play a random attack from your draw pile . deal 7 damage twice. play a random attack from your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Wisp,necrobinder,skill,common,0,242,Gain .,wisp necrobinder common skill gain . gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Wrought in War,regent,attack,common,1,243,Deal 7 damage. / Forge 5.,wrought in war regent common attack deal 7 damage. forge 5 . deal 9 damage. forge 7 .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Accuracy,silent,power,uncommon,1,244,Shivs deal 4 additional damage.,accuracy silent uncommon power shivs deal 4 additional damage. shivs deal 6 additional damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Alignment,regent,skill,uncommon,0,245,Gain .,alignment regent uncommon skill gain . gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Ashen Strike,ironclad,attack,uncommon,1,246,Deal 6 damage. / Deals 3 additional damage for each card in your Exhaust Pile.,ashen strike ironclad uncommon attack deal 6 damage. deals 3 additional damage for each card in your exhaust pile . deal 6 damage. deals 4 additional damage for each card in your exhaust pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Automation,colorless,power,uncommon,1,247,"Every 10 cards you draw, gain .","automation colorless uncommon power every 10 cards you draw, gain . every 10 cards you draw, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Backstab,silent,attack,uncommon,0,248,Deal 11 damage.,backstab silent uncommon attack deal 11 damage. deal 15 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Battle Trance,ironclad,skill,uncommon,0,249,Draw 3 cards. / You cannot draw additional cards this turn.,battle trance ironclad uncommon skill draw 3 cards. you cannot draw additional cards this turn. draw 4 cards. you cannot draw additional cards this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Believe in You,colorless,skill,uncommon,0,250,Another player gains .,believe in you colorless uncommon skill another player gains . another player gains .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Black Hole,regent,power,uncommon,1,251,"Whenever you spend or gain , deal 3 damage to ALL enemies.","black hole regent uncommon power whenever you spend or gain , deal 3 damage to all enemies. whenever you spend or gain , deal 4 damage to all enemies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bludgeon,ironclad,attack,uncommon,3,252,Deal 32 damage.,bludgeon ironclad uncommon attack deal 32 damage. deal 42 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Blur,silent,skill,uncommon,1,253,Gain 5 Block. / Block is not removed at the start of your next turn.,blur silent uncommon skill gain 5 block . block is not removed at the start of your next turn. gain 8 block . block is not removed at the start of your next turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bone Shards,necrobinder,attack,uncommon,1,254,"If Osty is alive, he deals 9 damage to ALL enemies and you gain 9 Block. / Osty dies.","bone shards necrobinder uncommon attack if osty is alive, he deals 9 damage to all enemies and you gain 9 block . osty dies. if osty is alive, he deals 12 damage to all enemies and you gain 12 block . osty dies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Boot Sequence,defect,skill,uncommon,0,255,Gain 10 Block.,boot sequence defect uncommon skill gain 10 block . gain 13 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Borrowed Time,necrobinder,skill,uncommon,0,256,Apply 3 Doom to yourself. / Gain .,borrowed time necrobinder uncommon skill apply 3 doom to yourself. gain . apply 3 doom to yourself. gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bouncing Flask,silent,skill,uncommon,2,257,Apply 3 Poison to a random enemy 3 times.,bouncing flask silent uncommon skill apply 3 poison to a random enemy 3 times. apply 3 poison to a random enemy 4 times.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bubble Bubble,silent,skill,uncommon,1,258,"If the enemy has Poison, apply 9 Poison.","bubble bubble silent uncommon skill if the enemy has poison , apply 9 poison . if the enemy has poison , apply 12 poison .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bulk Up,defect,power,uncommon,2,259,Lose 1 Orb Slot. / Gain 2 Strength. / Gain 2 Dexterity.,bulk up defect uncommon power lose 1 orb slot. gain 2 strength . gain 2 dexterity . lose 1 orb slot. gain 3 strength . gain 3 dexterity .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bully,ironclad,attack,uncommon,0,260,Deal 4 damage. / Deals 2 additional damage for each Vulnerable on the enemy.,bully ironclad uncommon attack deal 4 damage. deals 2 additional damage for each vulnerable on the enemy. deal 4 damage. deals 3 additional damage for each vulnerable on the enemy.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bulwark,regent,skill,uncommon,2,261,Gain 13 Block. / Forge 10.,bulwark regent uncommon skill gain 13 block . forge 10 . gain 16 block . forge 13 .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Burning Pact,ironclad,skill,uncommon,1,262,Exhaust 1 card. / Draw 2 cards.,burning pact ironclad uncommon skill exhaust 1 card. draw 2 cards. exhaust 1 card. draw 3 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bury,necrobinder,attack,uncommon,4+,263,Deal 52 damage.,bury necrobinder uncommon attack deal 52 damage. deal 63 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Calcify,necrobinder,power,uncommon,1,264,Osty's attacks deal 4 additional damage.,calcify necrobinder uncommon power osty's attacks deal 4 additional damage. osty's attacks deal 6 additional damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Calculated Gamble,silent,skill,uncommon,0,265,"Discard your Hand, / then draw that many cards.","calculated gamble silent uncommon skill discard your hand , then draw that many cards. discard your hand , then draw that many cards.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Capacitor,defect,power,uncommon,1,266,Gain 2 Orb Slots.,capacitor defect uncommon power gain 2 orb slots. gain 3 orb slots.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Capture Spirit,necrobinder,skill,uncommon,1,267,Enemy loses 3 HP. / Add 3 Souls into your Draw Pile.,capture spirit necrobinder uncommon skill enemy loses 3 hp. add 3 souls into your draw pile . enemy loses 4 hp. add 4 souls into your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Catastrophe,colorless,skill,uncommon,2,268,Play 2 random cards from your Draw Pile.,catastrophe colorless uncommon skill play 2 random cards from your draw pile . play 3 random cards from your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Chaos,defect,skill,uncommon,1,269,Channel 1 random Orb.,chaos defect uncommon skill channel 1 random orb. channel 2 random orbs.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
CHARGE!!,regent,skill,uncommon,1,270,Choose 2 cards in your Draw Pile to Transform into / Minion Strike|Minion Strikes}.,charge!! regent uncommon skill choose 2 cards in your draw pile to transform into minion strike |minion strikes}. choose 2 cards in your draw pile to transform into minion strike |minion strikes}.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Child of the Stars,regent,power,uncommon,1,271,"Whenever you spend , gain 2 Block for each spent.","child of the stars regent uncommon power whenever you spend , gain 2 block for each spent. whenever you spend , gain 3 block for each spent.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Chill,defect,skill,uncommon,0,272,Channel 1 Frost for each enemy.,chill defect uncommon skill channel 1 frost for each enemy. channel 1 frost for each enemy.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Cleanse,necrobinder,skill,uncommon,1,273,Summon 3. / Exhaust 1 card from your Draw Pile.,cleanse necrobinder uncommon skill summon 3 . exhaust 1 card from your draw pile . summon 5 . exhaust 1 card from your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Compact,defect,skill,uncommon,1,274,Gain 6 Block. / Transform all Status cards in your Hand into Fuel.,compact defect uncommon skill gain 6 block . transform all status cards in your hand into fuel . gain 7 block . transform all status cards in your hand into fuel .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Conqueror,regent,skill,uncommon,1,275,Forge 3. / Sovereign Blade deals double damage to the enemy this turn.,conqueror regent uncommon skill forge 3 . sovereign blade deals double damage to the enemy this turn. forge 5 . sovereign blade deals double damage to the enemy this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Convergence,regent,skill,uncommon,1,276,"Next turn, / gain and . / Retain your Hand this turn.","convergence regent uncommon skill next turn, gain and . retain your hand this turn. next turn, gain and . retain your hand this turn.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Coordinate,colorless,skill,uncommon,1,277,Give another player 5 Strength this turn.,coordinate colorless uncommon skill give another player 5 strength this turn. give another player 8 strength this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Countdown,necrobinder,power,uncommon,1,278,"At the start of your turn, apply 6 Doom to a random enemy.","countdown necrobinder uncommon power at the start of your turn, apply 6 doom to a random enemy. at the start of your turn, apply 9 doom to a random enemy.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Danse Macabre,necrobinder,power,uncommon,1,279,"Whenever you play a card that costs or more, gain 3 Block.","danse macabre necrobinder uncommon power whenever you play a card that costs or more, gain 3 block . whenever you play a card that costs or more, gain 4 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dark Shackles,colorless,skill,uncommon,0,280,Enemy loses 9 Strength this turn.,dark shackles colorless uncommon skill enemy loses 9 strength this turn. enemy loses 15 strength this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Darkness,defect,skill,uncommon,1,281,Channel 1 Dark. / Trigger the passive ability of all Dark Orbs.,darkness defect uncommon skill channel 1 dark . trigger the passive ability of all dark orbs. channel 1 dark . trigger the passive ability of all dark orbs.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dash,silent,attack,uncommon,2,282,Gain 10 Block. / Deal 10 damage.,dash silent uncommon attack gain 10 block . deal 10 damage. gain 13 block . deal 13 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Death March,necrobinder,attack,uncommon,1,283,Deal 8 damage. / Deals 3 additional damage for each card drawn during your turn.,death march necrobinder uncommon attack deal 8 damage. deals 3 additional damage for each card drawn during your turn. deal 9 damage. deals 4 additional damage for each card drawn during your turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Death's Door,necrobinder,skill,uncommon,1,284,"Gain 6 Block. / If you applied Doom this turn, gain Block 2 additional times.","death's door necrobinder uncommon skill gain 6 block . if you applied doom this turn, gain block 2 additional times. gain 7 block . if you applied doom this turn, gain block 2 additional times.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Deathbringer,necrobinder,skill,uncommon,2,285,Apply 21 Doom and 1 Weak to ALL enemies.,deathbringer necrobinder uncommon skill apply 21 doom and 1 weak to all enemies. apply 26 doom and 1 weak to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Debilitate,necrobinder,attack,uncommon,1,286,Deal 7 damage. / Vulnerable and Weak are twice as effective against the enemy for the next 3 turns.,debilitate necrobinder uncommon attack deal 7 damage. vulnerable and weak are twice as effective against the enemy for the next 3 turns. deal 9 damage. vulnerable and weak are twice as effective against the enemy for the next 4 turns.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Delay,necrobinder,skill,uncommon,2,287,"Gain 11 Block. / Next turn, / gain .","delay necrobinder uncommon skill gain 11 block . next turn, gain . gain 13 block . next turn, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Demonic Shield,ironclad,skill,uncommon,0,288,Lose 1 HP. / Give another player Block equal to your Block.,demonic shield ironclad uncommon skill lose 1 hp. give another player block equal to your block . lose 1 hp. give another player block equal to your block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Devastate,regent,attack,uncommon,1,289,Deal 30 damage.,devastate regent uncommon attack deal 30 damage. deal 40 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dirge,necrobinder,skill,uncommon,0,290,Summon 3 X times. / Add X Souls into your Draw Pile.,dirge necrobinder uncommon skill summon 3 x times. add x souls into your draw pile . summon 4 x times. add x souls into your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Discovery,colorless,skill,uncommon,1,291,Choose 1 of 3 random cards to add into your Hand. It costs 0 this turn.,discovery colorless uncommon skill choose 1 of 3 random cards to add into your hand . it costs 0 this turn. choose 1 of 3 random cards to add into your hand . it costs 0 this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dismantle,ironclad,attack,uncommon,1,292,"Deal 8 damage. / If the enemy is Vulnerable, hits twice.","dismantle ironclad uncommon attack deal 8 damage. if the enemy is vulnerable , hits twice. deal 10 damage. if the enemy is vulnerable , hits twice.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dominate,ironclad,skill,uncommon,1,293,Gain 1 Strength for each Vulnerable on the enemy.,dominate ironclad uncommon skill gain 1 strength for each vulnerable on the enemy. gain 1 strength for each vulnerable on the enemy.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Double Energy,defect,skill,uncommon,1,294,Double your Energy.,double energy defect uncommon skill double your energy. double your energy.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dramatic Entrance,colorless,attack,uncommon,0,295,Deal 11 damage to ALL enemies.,dramatic entrance colorless uncommon attack deal 11 damage to all enemies. deal 15 damage to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dredge,necrobinder,skill,uncommon,1,296,Put 3 cards from your Discard Pile into your Hand.,dredge necrobinder uncommon skill put 3 cards from your discard pile into your hand . put 3 cards from your discard pile into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Drum of Battle,ironclad,power,uncommon,0,297,"Draw 2 cards. / At the start of your turn, Exhaust the top card of your Draw Pile.","drum of battle ironclad uncommon power draw 2 cards. at the start of your turn, exhaust the top card of your draw pile . draw 3 cards. at the start of your turn, exhaust the top card of your draw pile .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Energy Surge,defect,skill,uncommon,1,298,ALL players gain .,energy surge defect uncommon skill all players gain . all players gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Enfeebling Touch,necrobinder,skill,uncommon,1,299,Enemy loses 8 Strength this turn.,enfeebling touch necrobinder uncommon skill enemy loses 8 strength this turn. enemy loses 11 strength this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Equilibrium,colorless,skill,uncommon,2,300,Gain 13 Block. / Retain your Hand this turn.,equilibrium colorless uncommon skill gain 13 block . retain your hand this turn. gain 16 block . retain your hand this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Escape Plan,silent,skill,uncommon,0,301,"Draw 1 card. / If you draw a Skill, gain 3 Block.","escape plan silent uncommon skill draw 1 card. if you draw a skill, gain 3 block . draw 1 card. if you draw a skill, gain 5 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Evil Eye,ironclad,skill,uncommon,1,302,Gain 8 Block. / Gain another 8 Block if you have Exhausted a card this turn.,evil eye ironclad uncommon skill gain 8 block . gain another 8 block if you have exhausted a card this turn. gain 11 block . gain another 11 block if you have exhausted a card this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Expect a Fight,ironclad,skill,uncommon,2,303,Gain for each Attack in your Hand.,expect a fight ironclad uncommon skill gain for each attack in your hand . gain for each attack in your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Expertise,silent,skill,uncommon,1,304,Draw cards until you have 6 in your Hand.,expertise silent uncommon skill draw cards until you have 6 in your hand . draw cards until you have 7 in your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Expose,silent,skill,uncommon,0,305,Remove all Artifact and Block from the enemy. / Apply 2 Vulnerable.,expose silent uncommon skill remove all artifact and block from the enemy. apply 2 vulnerable . remove all artifact and block from the enemy. apply 3 vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Fasten,colorless,power,uncommon,1,306,Gain an additional 5 Block from Defend cards.,fasten colorless uncommon power gain an additional 5 block from defend cards. gain an additional 7 block from defend cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Feel No Pain,ironclad,power,uncommon,1,307,"Whenever a card is Exhausted, gain 3 Block.","feel no pain ironclad uncommon power whenever a card is exhausted , gain 3 block . whenever a card is exhausted , gain 4 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Feral,defect,power,uncommon,2,308,"The first 1 you play a / 0 Attack each turn, / return it to your Hand.","feral defect uncommon power the first 1 you play a 0 attack each turn, return it to your hand . the first 1 you play a 0 attack each turn, return it to your hand .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Fetch,necrobinder,attack,uncommon,0,309,"Osty deals 3 damage. / If this is the first time this card has been played this turn, draw 1 card.","fetch necrobinder uncommon attack osty deals 3 damage. if this is the first time this card has been played this turn, draw 1 card. osty deals 6 damage. if this is the first time this card has been played this turn, draw 1 card.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Fight Me!,ironclad,attack,uncommon,2,310,Deal 5 damage twice. / Gain 2 Strength. / The enemy gains 1 Strength.,fight me! ironclad uncommon attack deal 5 damage twice. gain 2 strength . the enemy gains 1 strength . deal 6 damage twice. gain 3 strength . the enemy gains 1 strength .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
